ID,Quote,Author,Tags,Tags Count,Timestamp
979,“We read to know we're not alone.”,William Nicholson,"misattributed-to-c-s-lewis, reading",2,2025-11-08T20:14:25.077659
980,“Any fool can know. The point is to understand.”,Albert Einstein,"knowledge, learning, understanding, wisdom",4,2025-11-08T20:14:25.077762
981,“I have always imagined that Paradise will be a kind of library.”,Jorge Luis Borges,"books, library",2,2025-11-08T20:14:25.077855
982,“It is never too late to be what you might have been.”,George Eliot,inspirational,1,2025-11-08T20:14:25.077941
983,"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”",George R.R. Martin,"read, readers, reading, reading-books",4,2025-11-08T20:14:26.288754
984,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",4,2025-11-08T20:14:26.288881
985,“You believe lies so you eventually learn to trust no one but yourself.”,Marilyn Monroe,,0,2025-11-08T20:14:26.288961
986,"“If you can make a woman laugh, you can make her do anything.”",Marilyn Monroe,"girls, love",2,2025-11-08T20:14:26.289053
987,"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",Albert Einstein,"life, simile",2,2025-11-08T20:14:26.289145
988,“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,Marilyn Monroe,love,1,2025-11-08T20:14:26.289231
989,"“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”",Marilyn Monroe,attributed-no-source,1,2025-11-08T20:14:26.289318
990,“Only in the darkness can you see the stars.”,Martin Luther King Jr.,"hope, inspirational",2,2025-11-08T20:14:26.289406
991,"“It matters not what someone is born, but what they grow to be.”",J.K. Rowling,dumbledore,1,2025-11-08T20:14:26.289491
992,"“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”",James Baldwin,love,1,2025-11-08T20:14:26.289575
993,"“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”",Jane Austen,"friendship, love",2,2025-11-08T20:14:27.490546
994,“Do one thing every day that scares you.”,Eleanor Roosevelt,"attributed, fear, inspiration",3,2025-11-08T20:14:27.490725
995,"“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”",Marilyn Monroe,attributed-no-source,1,2025-11-08T20:14:27.490862
996,"“If I were not a physicist, I would probably be a musician. I often think in music. I live my daydreams in music. I see my life in terms of music.”",Albert Einstein,music,1,2025-11-08T20:14:27.490995
997,"“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”",Haruki Murakami,"books, thought",2,2025-11-08T20:14:27.491141
998,“The difference between genius and stupidity is: genius has its limits.”,Alexandre Dumas fils,misattributed-to-einstein,1,2025-11-08T20:14:27.491254
999,"“He's like a drug for you, Bella.”",Stephenie Meyer,"drug, romance, simile",3,2025-11-08T20:14:27.491348
1000,“There is no friend as loyal as a book.”,Ernest Hemingway,"books, friends, novelist-quotes",3,2025-11-08T20:14:27.491443
1001,"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",Helen Keller,inspirational,1,2025-11-08T20:14:27.491535
1002,“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational, life, yourself",3,2025-11-08T20:14:27.491632
1003,"“That's the problem with drinking, I thought, as I poured myself a drink. If something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.”",Charles Bukowski,alcohol,1,2025-11-08T20:14:28.675816
1004,“You don’t forget the face of the person who was your last hope.”,Suzanne Collins,the-hunger-games,1,2025-11-08T20:14:28.675930
1005,"“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”",Suzanne Collins,humor,1,2025-11-08T20:14:28.676017
1006,"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",C.S. Lewis,love,1,2025-11-08T20:14:28.676109
1007,“Not all those who wander are lost.”,J.R.R. Tolkien,"bilbo, journey, lost, quest, travel, wander",6,2025-11-08T20:14:28.676224
1008,"“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”",J.K. Rowling,live-death-love,1,2025-11-08T20:14:28.676311
1009,“There is nothing to writing. All you do is sit down at a typewriter and bleed.”,Ernest Hemingway,"good, writing",2,2025-11-08T20:14:28.676401
1010,“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”,Ralph Waldo Emerson,"life, regrets",2,2025-11-08T20:14:28.676494
1011,“I have never let my schooling interfere with my education.”,Mark Twain,education,1,2025-11-08T20:14:28.676583
1012,“I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!”,Dr. Seuss,troubles,1,2025-11-08T20:14:28.676669
1013,“If I had a flower for every time I thought of you...I could walk through my garden forever.”,Alfred Tennyson,"friendship, love",2,2025-11-08T20:14:29.868544
1014,“Some people never go crazy. What truly horrible lives they must lead.”,Charles Bukowski,humor,1,2025-11-08T20:14:29.868677
1015,"“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”",Terry Pratchett,"humor, open-mind, thinking",3,2025-11-08T20:14:29.868797
1016,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”",Dr. Seuss,"humor, philosophy",2,2025-11-08T20:14:29.868911
1017,"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",J.D. Salinger,"authors, books, literature, reading, writing",5,2025-11-08T20:14:29.869049
1018,“The reason I talk to myself is because I’m the only one whose answers I accept.”,George Carlin,"humor, insanity, lies, lying, self-indulgence, truth",6,2025-11-08T20:14:29.869192
1019,"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",John Lennon,"beatles, connection, dreamers, dreaming, dreams, hope, inspirational, peace",8,2025-11-08T20:14:29.869359
1020,“I am free of all prejudice. I hate everyone equally. ”,W.C. Fields,"humor, sinister",2,2025-11-08T20:14:29.869475
1021,“The question isn't who is going to let me; it's who is going to stop me.”,Ayn Rand,,0,2025-11-08T20:14:29.869577
1022,“′Classic′ - a book which people praise and don't read.”,Mark Twain,"books, classic, reading",3,2025-11-08T20:14:29.869700
1023,“Anyone who has never made a mistake has never tried anything new.”,Albert Einstein,mistakes,1,2025-11-08T20:14:31.084821
1024,"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",Jane Austen,"humor, love, romantic, women",4,2025-11-08T20:14:31.085018
1025,"“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”",J.K. Rowling,integrity,1,2025-11-08T20:14:31.085163
1026,"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”",Jane Austen,"books, library, reading",3,2025-11-08T20:14:31.085326
1027,"“There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”",Jane Austen,"elizabeth-bennet, jane-austen",2,2025-11-08T20:14:31.085479
1028,“Some day you will be old enough to start reading fairy tales again.”,C.S. Lewis,"age, fairytales, growing-up",3,2025-11-08T20:14:31.085639
1029,“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”,C.S. Lewis,god,1,2025-11-08T20:14:31.085776
1030,“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,Mark Twain,"death, life",2,2025-11-08T20:14:31.085876
1031,“A lie can travel half way around the world while the truth is putting on its shoes.”,Mark Twain,"misattributed-mark-twain, truth",2,2025-11-08T20:14:31.085966
